id,title,original_title,status,release_date,company,revenue,budget,adult,belongs_to_collection,original_language,popularity,country,runtime,spoken_languages,tagline,video,vote_average,vote_count
524,Casino,Casino,Released,1995-11-22,Columbia Pictures,116112375.0,52000000,False,False,en,10.137389,FR,178.0,1,No one stays at the top forever.,False,7.8,1343.0
4584,Sense and Sensibility,Sense and Sensibility,Released,1995-12-13,Castle Rock Entertainment,135000000.0,16500000,False,False,en,10.673167,US,136.0,1,Lose your heart and come to your senses.,False,7.2,364.0
5,Four Rooms,Four Rooms,Released,1995-12-09,Universal Pictures,4300000.0,4000000,False,False,en,9.026586,GB,98.0,1,"Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life.",False,6.5,539.0
9273,Ace Ventura: When Nature Calls,Ace Ventura: When Nature Calls,Released,1995-11-10,Amblin Entertainment,212385533.0,30000000,False,True,en,8.205447999999999,US,90.0,1,New animals. New adventures. Same hair.,False,6.1,1128.0
11517,Money Train,Money Train,Released,1995-11-21,Amblimation,35431113.0,60000000,False,False,en,7.337905999999999,US,103.0,1,"Get on, or GET OUT THE WAY!",False,5.4,224.0
8012,Get Shorty,Get Shorty,Released,1995-10-20,Hollywood Pictures,115101622.0,30250000,False,True,en,12.669608,US,105.0,1,"The mob is tough, but it’s nothing like show business.",False,6.4,305.0
9691,Assassins,Assassins,Released,1995-10-06,Le Studio Canal+,30303072.0,50000000,False,False,en,11.065939,US,132.0,3,"In the shadows of life, In the business of death, One man found a reason to live...",False,6.0,394.0
451,Leaving Las Vegas,Leaving Las Vegas,Released,1995-10-27,Metro-Goldwyn-Mayer (MGM),49800000.0,3600000,False,False,en,10.332025,US,112.0,1,I Love You... The Way You Are.,False,7.1,365.0
9263,Now and Then,Now and Then,Released,1995-10-20,Universal Pictures,27400000.0,12000000,False,False,en,8.681325,US,100.0,1,In every woman there is the girl she left behind.,False,6.6,91.0
902,The City of Lost Children,La Cité des Enfants Perdus,Released,1995-05-16,Syalis DA,1738611.0,18000000,False,False,fr,9.822422999999999,DE,108.0,2,Where happily ever after is just a dream.,False,7.6,308.0
9909,Dangerous Minds,Dangerous Minds,Released,1995-08-11,Columbia Pictures Corporation,180000000.0,0,False,False,en,9.481338000000001,US,99.0,1,She broke the rules... and changed their lives.,False,6.4,249.0
63,Twelve Monkeys,Twelve Monkeys,Released,1995-12-29,Mirage Enterprises,168840000.0,29500000,False,False,en,12.297305,US,129.0,2,The future is history.,False,7.4,2470.0
9598,Babe,Babe,Released,1995-07-18,A Band Apart,254134910.0,30000000,False,True,en,14.404764000000002,US,89.0,1,A little pig goes a long way.,False,6.0,756.0
687,Dead Man Walking,Dead Man Walking,Released,1995-12-29,Warner Bros.,39363635.0,11000000,False,False,en,6.891317,GB,122.0,1,,False,7.3,350.0
34615,"Cry, the Beloved Country","Cry, the Beloved Country",Released,1995-12-15,Metro-Goldwyn-Mayer (MGM),676525.0,0,False,False,en,0.894647,US,106.0,1,,False,6.7,13.0
9312,Mortal Kombat,Mortal Kombat,Released,1995-08-18,Dino De Laurentiis Company,122195920.0,18000000,False,True,en,10.870138,US,101.0,1,Nothing In This World Has Prepared You For This.,False,5.4,452.0
577,To Die For,To Die For,Released,1995-05-20,Donner/Shuler-Donner Productions,21284514.0,20000000,False,False,en,10.448481,US,106.0,1,All she wanted was a little attention.,False,6.7,177.0
11861,How To Make An American Quilt,How To Make An American Quilt,Released,1995-10-06,Evansgideon/Lazar,23574130.0,10000000,False,False,en,4.485958,US,116.0,1,There's beauty in the patterns of life.,False,6.5,38.0
807,Se7en,Se7en,Released,1995-09-22,United Artists,327311859.0,33000000,False,False,en,18.45743,US,127.0,1,Seven deadly sins. Seven ways to die.,False,8.1,5915.0
10530,Pocahontas,Pocahontas,Released,1995-06-14,Intial Productions,346079773.0,55000000,False,True,en,13.280069000000001,US,81.0,1,An American legend comes to life.,False,6.7,1509.0
629,The Usual Suspects,The Usual Suspects,Released,1995-07-19,Procirep,23341568.0,6000000,False,False,en,16.302466,US,106.0,4,Five Criminals. One Line Up. No Coincidence.,False,8.1,3334.0
11448,Mighty Aphrodite,Mighty Aphrodite,Released,1995-09-13,France 3 Cinéma,6700000.0,15000000,False,False,en,15.899134,US,95.0,1,,False,6.7,145.0
9089,Home for the Holidays,Home for the Holidays,Released,1995-11-02,Televisión Española (TVE),17519169.0,0,False,False,en,8.416802,US,103.0,2,We'll do it every year..until we get it right,False,6.3,39.0
2054,Mr. Holland's Opus,Mr. Holland's Opus,Released,1995-12-29,Centre National de la Cinématographie (CNC),106269971.0,0,False,False,en,7.137117,US,137.0,1,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",False,6.9,115.0
11525,Lawnmower Man 2: Beyond Cyberspace,Lawnmower Man 2: Beyond Cyberspace,Released,1996-01-12,Canal+,2409225.0,0,False,True,en,2.49535,US,92.0,2,"God made him simple. Science made him a god. Now, he wants revenge.",False,2.8,32.0
10634,Friday,Friday,Released,1995-04-26,Ossane,28215918.0,3500000,False,True,en,14.56965,US,91.0,1,A lot can go down between thursday and saturday...,False,7.0,513.0
755,From Dusk Till Dawn,From Dusk Till Dawn,Released,1996-01-19,Phoenix Images,25836616.0,19000000,False,True,en,15.339153,HK,108.0,2,One night is all that stands between them and freedom. But it's going to be a hell of a night.,False,6.9,1644.0
11859,Fair Game,Fair Game,Released,1995-11-03,Hollywood Pictures,11534477.0,50000000,False,False,en,5.912223,GB,91.0,2,He's a cop on the edge. She's a woman with a dangerous secret. And now they're both...,False,4.1,54.0
28387,Kicking and Screaming,Kicking and Screaming,Released,1995-10-06,Via Rosa Productions,718490.0,0,False,False,en,3.3672760000000004,US,96.0,1,Anxiety loves company.,False,7.0,36.0
20927,Bed of Roses,Bed of Roses,Released,1996-01-26,Universal Pictures,19030691.0,0,False,False,en,10.412194,US,87.0,1,He gave her flowers. She gave him a chance.,False,5.1,27.0
36929,Big Bully,Big Bully,Released,1996-01-26,Atlas Entertainment,2042530.0,15000000,False,False,en,2.936443,US,90.0,1,A comedy for the kid in all of us.,False,3.9,16.0
9102,Screamers,Screamers,Released,1995-09-08,Classico,5781885.0,20000000,False,True,en,12.758848,US,108.0,1,The last scream you hear will be your own.,False,6.1,154.0
400,Things to Do in Denver When You're Dead,Things to Do in Denver When You're Dead,Released,1995-12-01,Working Title Films,529766.0,8000000,False,False,en,4.486179,GB,116.0,1,Protect. Love. Honor. Avenge.,False,6.7,87.0
10534,White Squall,White Squall,Released,1996-02-02,Threshold Entertainment,10300000.0,38000000,False,False,en,9.568603999999999,US,129.0,4,,False,6.3,86.0
13997,Black Sheep,Black Sheep,Released,1996-02-01,Columbia Pictures Corporation,32.0,0,False,False,en,8.963037,CA,87.0,1,There's one in every family.,False,6.0,124.0
2086,Nick of Time,Nick of Time,Released,1995-11-22,Universal Pictures,8175346.0,8169363,False,False,en,6.848591000000001,US,90.0,1,,False,6.1,190.0
9095,Mary Reilly,Mary Reilly,Released,1996-02-23,New Line Cinema,12379402.0,47000000,False,False,en,12.866139,US,104.0,1,The untold story of Jekyll and Hyde,False,5.7,77.0
12158,Vampire in Brooklyn,Vampire in Brooklyn,Released,1995-10-26,Juno Pix,19800000.0,14000000,False,False,en,9.071127,US,100.0,1,A comic tale of horror and seduction.,False,4.5,113.0
9208,Broken Arrow,Broken Arrow,Released,1996-02-09,Walt Disney Pictures,150270147.0,50000000,False,False,en,14.957626000000001,US,108.0,1,Prepare to Go Ballistic.,False,5.7,459.0
13685,Bottle Rocket,Bottle Rocket,Released,1996-02-21,Paramount Pictures,560069.0,7000000,False,False,en,6.904831,CA,91.0,2,"They're not really criminals, but everyone's got to have a dream.",False,6.8,285.0
9614,Happy Gilmore,Happy Gilmore,Released,1996-02-16,Hollywood Pictures,41205099.0,12000000,False,False,en,9.592265,US,92.0,1,He doesn't play golf... he destroys it.,False,6.5,767.0
688,The Bridges of Madison County,The Bridges of Madison County,Released,1995-05-28,The Charlie Mopic Company,182016617.0,24000000,False,False,en,5.951077,US,135.0,1,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,False,7.3,397.0
10874,Muppet Treasure Island,Muppet Treasure Island,Released,1996-02-16,Interscope Communications,34327391.0,0,False,True,en,6.902423,US,100.0,1,Set sail for Muppet mayhem!,False,6.5,93.0
197,Braveheart,Braveheart,Released,1995-05-24,A Band Apart,210000000.0,72000000,False,False,en,20.755149,US,177.0,4,Every man dies. Not every man truly lives.,False,7.7,3404.0
103,Taxi Driver,Taxi Driver,Released,1976-02-07,Dimension Films,28262574.0,1300000,False,False,en,14.092713,DE,114.0,2,"On every street in every city, there's a nobody who dreams of being a somebody.",False,8.1,2632.0
33542,Rumble in the Bronx,紅番區,Released,1995-01-30,Los Hooligans Productions,32392047.0,7500000,False,False,cn,12.314278,RU,91.0,2,No Fear. No Stuntman. No Equal.,False,6.5,245.0
51352,Anne Frank Remembered,Anne Frank Remembered,Released,1995-06-08,Castleberg Productions,1.0,0,False,False,en,0.243986,US,117.0,1,"She is perhaps Hitler's best known victim, but what was Anne Frank really like?",False,7.3,4.0
78406,Steal Big Steal Little,Steal Big Steal Little,Released,1995-09-29,Juno Pix,6278139.0,25000000,False,False,en,1.522412,US,113.0,1,Two brothers. One fortune. Zero chance they'll share it.,False,5.1,7.0
11066,Boomerang,Boomerang,Released,1992-06-30,The Movie Network (TMN),70100000.0,40000000,False,False,en,6.506983,DE,117.0,2,A Player Who's About to be Played.,False,5.4,139.0
2074,Flirting with Disaster,Flirting with Disaster,Released,1996-03-22,Fries Film Group,14702438.0,7000000,False,False,en,5.579088,US,92.0,1,"A comedy about sex, love, family and other accidents waiting to happen.",False,6.3,66.0
11863,Jade,Jade,Released,1995-10-13,Paramount Pictures,9851610.0,50000000,False,False,en,11.418917,GB,95.0,1,Some fantasies go too far.,False,5.1,45.0
5757,Man of the Year,Man of the Year,Released,1995-09-15,Twentieth Century Fox Film Corporation,209935.0,0,False,False,en,0.5404359999999999,FR,86.0,1,He as a centerfold who revealed everything ... but the truth.,False,3.8,2.0
11000,The Birdcage,The Birdcage,Released,1996-03-08,Columbia Pictures Corporation,185260553.0,31000000,False,False,en,6.499680000000001,FR,117.0,2,Come as you are.,False,6.7,303.0
9737,Bad Boys,Bad Boys,Released,1995-04-07,Robert Simonds Productions,141407024.0,19000000,False,True,en,9.262184,US,118.0,1,Whatcha gonna do?,False,6.5,1729.0
22279,An Awfully Big Adventure,An Awfully Big Adventure,Released,1995-07-21,Warner Bros.,851545.0,4000000,False,False,en,0.922958,US,113.0,1,,False,6.0,11.0
568,Apollo 13,Apollo 13,Released,1995-06-30,Jim Henson Productions,355237933.0,52000000,False,False,en,18.761467,US,140.0,1,"Houston, we have a problem.",False,7.3,1637.0
11780,Rob Roy,Rob Roy,Released,1995-04-13,"Jim Henson Company, The",31596911.0,28000000,False,False,en,10.193549,US,139.0,1,Honor made him a man. Courage made him a hero. History made him a legend.,False,6.5,151.0
414,Batman Forever,Batman Forever,Released,1995-06-16,The Ladd Company,336529144.0,100000000,False,True,en,13.321354000000001,TW,121.0,1,"Courage now, truth always...",False,5.2,1529.0
5894,Blue in the Face,Blue in the Face,Released,1995-09-15,Italo/Judeo Productions,1275000.0,2000000,False,True,en,11.528147,US,83.0,1,Welcome to the planet Brooklyn.,False,6.8,28.0
1775,Canadian Bacon,Canadian Bacon,Released,1995-06-08,Bill/Phillips,178104.0,11000000,False,False,en,5.391556,US,91.0,1,"I'll tell ya another thing, their beer sucks!",False,5.9,57.0
8839,Casper,Casper,Released,1995-05-26,New Line Cinema,287928194.0,50000000,False,True,en,12.812539,US,100.0,1,Get an afterlife,False,6.0,1045.0
20649,Clockers,Clockers,Released,1995-09-15,Golden Harvest Company,13071518.0,25000000,False,False,en,4.558992,US,128.0,1,"When there's murder on the streets, everyone is a suspect.",False,6.8,69.0
10329,Congo,Congo,Released,1995-06-09,Savoy Pictures,152022101.0,50000000,False,False,en,7.260574,US,109.0,2,Where you are the endangered species.,False,5.0,214.0
8963,Crimson Tide,Crimson Tide,Released,1995-05-12,Paramount Pictures,157387195.0,53000000,False,False,en,8.657364999999999,NZ,116.0,1,Danger runs deep.,False,7.0,508.0
26564,Crumb,Crumb,Released,1994-09-10,Miramax Films,3174695.0,0,False,False,en,3.6203879999999997,US,119.0,1,Weird sex · Obsession · Comic books,False,7.6,71.0
8068,Desperado,Desperado,Released,1995-08-25,Paramount Pictures,25405445.0,7000000,False,True,en,6.950458,US,104.0,1,"When the smoke clears, it just means he's reloading.",False,6.8,898.0
8512,Devil in a Blue Dress,Devil in a Blue Dress,Released,1995-09-15,United Artists,16140822.0,27000000,False,False,en,4.646132,US,102.0,1,Private detective Easy Rawlins has been caught on the wrong side of the most dangerous secret in town.,False,6.3,88.0
1572,Die Hard: With a Vengeance,Die Hard: With a Vengeance,Released,1995-05-19,Columbia Pictures,366101666.0,90000000,False,True,en,15.138855,US,128.0,3,Think fast. Look alive. Die hard.,False,6.9,2094.0
6520,First Knight,First Knight,Released,1995-07-07,BBC,127600435.0,55000000,False,False,en,15.178338,US,134.0,2,Their greatest battle would be for her love.,False,5.9,319.0
10428,Hackers,Hackers,Released,1995-09-14,Portman Productions,7563728.0,20000000,False,False,en,14.810519000000001,GB,107.0,4,"There is no right or wrong, only fun and boring",False,6.2,406.0
9886,Johnny Mnemonic,Johnny Mnemonic,Released,1995-05-26,Universal Pictures,19075720.0,25000000,False,False,en,11.715867999999999,US,97.0,2,The hottest data on earth. In the coolest head in town.,False,5.5,380.0
9482,Judge Dredd,Judge Dredd,Released,1995-06-30,United Artists,113493481.0,90000000,False,False,en,8.184814999999999,US,96.0,1,"In the future, one man is the law.",False,5.4,643.0
19326,Jury Duty,Jury Duty,Released,1995-04-12,Talisman Productions,17014653.0,0,False,False,en,3.676921,US,88.0,1,For truth. For justice. For five bucks a day.,False,4.0,34.0
9344,Kids,Kids,Released,1995-07-28,Warner Bros.,7412216.0,1500000,False,False,en,4.877872,US,91.0,1,,False,6.8,280.0
9071,Living in Oblivion,Living in Oblivion,Released,1995-01-20,Polygram Filmed Entertainment,1148752.0,500000,False,False,en,10.058328999999999,FR,89.0,1,Nick is about to discover the first rule of filmmaking: if at first you don't succeed... PANIC!,False,7.2,64.0
47608,Mad Love,Mad Love,Released,1995-05-26,PolyGram Filmed Entertainment,15453274.0,0,False,False,en,2.624771,US,95.0,1,A wild and sexy adventure!,False,5.5,27.0
2293,Mallrats,Mallrats,Released,1995-10-20,Universal Pictures,2122561.0,6000000,False,False,en,8.255469999999999,NZ,94.0,1,They're not there to shop. They're not there to work. They're just there.,False,6.8,400.0
9070,Mighty Morphin Power Rangers: The Movie,Mighty Morphin Power Rangers: The Movie,Released,1995-06-30,Amblin Entertainment,66000000.0,15000000,False,True,en,7.024227000000001,US,92.0,1,The Power Is On!,False,5.2,153.0
48787,Mute Witness,Mute Witness,Released,1995-09-28,Universal Pictures,1.0,2,False,False,en,2.466066,US,95.0,2,She Can't Speak. She Can't Scream. She Can't Beg For Mercy.,False,6.4,36.0
1642,The Net,The Net,Released,1995-07-28,Paramount Pictures,110627965.0,22000000,False,True,en,13.304342000000002,US,114.0,2,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",False,5.6,359.0
11472,Nine Months,Nine Months,Released,1995-07-12,"Kennedy/Marshall Company, The",69660733.0,0,False,False,en,8.482834,GB,103.0,2,Ready or Not.,False,5.5,171.0
36196,Party Girl,Party Girl,Released,1995-06-09,Hollywood Pictures,472370.0,150000,False,False,en,1.165039,US,94.0,1,"Sassy, savvy and definitely clued-in!",False,5.8,14.0
11980,The Prophecy,The Prophecy,Released,1995-09-01,Don Simpson/Jerry Bruckheimer Films,16.0,8,False,True,en,10.187623,TW,98.0,1,"On ancient ground, at the edge of the world, an evil born in heaven is about to be unleashed on earth.",False,6.4,139.0
10533,The Scarlet Letter,The Scarlet Letter,Released,1995-10-13,Los Hooligans Productions,10382407.0,50000000,False,False,en,6.752119,US,135.0,1,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",False,5.5,111.0
10802,Showgirls,Showgirls,Released,1995-09-22,Mundy Lane Entertainment,20350754.0,45000000,False,True,en,17.502375,US,128.0,1,Beyond your wildest dreams. Beyond your wildest fantasies.,False,4.9,261.0
10149,Smoke,Smoke,Released,1995-06-09,Twentieth Century Fox Film Corporation,8349430.0,7000000,False,True,en,5.5529459999999995,US,112.0,1,Where there's smoke... there's laughter!,False,7.2,115.0
18402,Something to Talk About,Something to Talk About,Released,1995-08-04,Cinergi Pictures Entertainment,50892160.0,0,False,False,en,3.743212,PE,106.0,1,"A story about husbands, wives, parents, children and other natural disasters.",False,5.7,60.0
9348,Species,Species,Released,1995-07-07,Columbia Pictures Corporation,113374103.0,35000000,False,True,en,13.492845,US,108.0,1,Our time is up.,False,5.5,457.0
281,Strange Days,Strange Days,Released,1995-10-13,United Artists,7959291.0,42000000,False,False,en,11.223055,US,145.0,1,You know you want it.,False,6.8,334.0
79593,The Tie That Binds,The Tie That Binds,Released,1995-09-08,TriStar Pictures,5780000.0,14000000,False,False,en,1.8204189999999998,US,99.0,1,,False,4.6,9.0
47939,Three Wishes,Three Wishes,Released,1995-10-27,Alliance Communications Corporation,7025496.0,0,False,False,en,11.002046,US,115.0,1,"If you really believe, magic will find you",False,6.1,18.0
36834,Total Eclipse,Total Eclipse,Released,1995-11-02,Hollywood Pictures,339889.0,0,False,False,en,4.546551999999999,US,111.0,1,Touched by Genius. Cursed by Madness. Blinded by Love.,False,6.5,112.0
9090,"To Wong Foo, Thanks for Everything! Julie Newmar","To Wong Foo, Thanks for Everything! Julie Newmar",Released,1995-09-07,Cinergi Pictures Entertainment,47774193.0,0,False,False,en,7.653446000000001,US,105.0,2,Attitude is everything,False,6.3,117.0
3512,Under Siege 2: Dark Territory,Under Siege 2: Dark Territory,Released,1995-07-13,TriStar Pictures,104324083.0,60000000,False,True,en,7.490247,US,100.0,1,Last time he rocked the boat. This time the sky's the limit.,False,5.6,217.0
9560,A Walk in the Clouds,A Walk in the Clouds,Released,1995-08-11,Lemon Sky Productions,50012507.0,20000000,False,False,en,9.715639,US,103.0,1,A man in search. A woman in need. A story of fate.,False,6.5,168.0
9804,Waterworld,Waterworld,Released,1995-07-28,Touchstone Pictures,264218220.0,175000000,False,False,en,16.885184,US,135.0,3,Beyond the horizon lies the secret to a new beginning.,False,5.9,1017.0
50797,Burnt by the Sun,Утомлённые солнцем,Released,1994-05-01,Twentieth Century Fox Film Corporation,2616503.0,2800000,False,True,ru,2.4860729999999998,AU,135.0,1,A moving and poignant story set against the corrupt politics of the Stalinist era.,False,6.7,35.0
19155,Before the Rain,Before the Rain,Released,1994-06-09,Saban Entertainment,763847.0,0,False,False,en,3.5256489999999996,FR,113.0,3,Once You Know The Faces You Will Begin To Understand The Story,False,7.7,45.0
76,Before Sunrise,Before Sunrise,Released,1995-01-27,Toei Company,5535405.0,2500000,False,True,en,11.304979,GB,105.0,3,Can the greatest romance of your life last only one night?,False,7.7,984.0
11017,Billy Madison,Billy Madison,Released,1995-02-10,Comet Film Produktion GmbH,26488734.0,10000000,False,False,en,6.638116,US,89.0,3,Billy is going back to school... Way back.,False,6.2,464.0
9382,Boys on the Side,Boys on the Side,Released,1995-02-03,Cobblestone Pictures,23450000.0,21000000,False,False,en,3.030309,US,115.0,1,"A motion picture that celebrates the art of survival, the gift of laughter and the miracle of friendship.",False,6.3,48.0
2292,Clerks,Clerks,Released,1994-09-13,Party Productions,3151130.0,27000,False,True,en,10.513367,US,92.0,1,Just because they serve you doesn't mean they like you.,False,7.4,769.0
1909,Don Juan DeMarco,Don Juan DeMarco,Released,1994-10-01,Dimension Films,22200000.0,25000000,False,False,en,7.438934,GB,97.0,1,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,False,6.3,184.0
8984,Disclosure,Disclosure,Released,1994-12-09,Hollywood Pictures,214015089.0,55000000,False,False,en,11.812244,US,123.0,1,Sex Is Power.,False,5.9,217.0
8467,Dumb and Dumber,Dumb and Dumber,Released,1994-12-16,Spring Creek Productions,247275374.0,16000000,False,True,en,9.844558000000001,BE,107.0,1,"What the one doesn't have, the other is missing.",False,6.5,1894.0
10451,Eat Drink Man Woman,飲食男女,Released,1994-08-03,Warner Bros.,7294403.0,0,False,False,zh,4.860016000000001,US,123.0,1,,False,7.5,76.0
18395,Exit to Eden,Exit to Eden,Released,1994-10-14,Metro-Goldwyn-Mayer (MGM),6841570.0,0,False,False,en,4.322726,IT,113.0,1,"To crack this case, these two cops will have to flash more than their badges.",False,4.3,28.0
522,Ed Wood,Ed Wood,Released,1994-09-27,Lightstorm Entertainment,5887457.0,18000000,False,False,en,11.720358000000001,LI,127.0,1,"When it came to making bad movies, Ed Wood was the best.",False,7.3,639.0
15789,A Goofy Movie,A Goofy Movie,Released,1995-04-07,Savoy Pictures,35348597.0,0,False,True,en,10.177977,US,78.0,1,It's the story of a father who couldn't be closer...to driving his son crazy.,False,6.7,404.0
27303,Hideaway,Hideaway,Released,1995-03-03,Société Française de Production (SFP),12201255.0,15000000,False,False,en,8.182165,US,103.0,1,He was bought back from the dead... but he didn't come back alone.,False,5.0,24.0
47867,Gordy,Gordy,Released,1995-05-12,Universal Pictures,3992809.0,0,False,False,en,0.398924,JP,90.0,1,The talking pig who made it big!,False,3.0,4.0
14275,Hoop Dreams,Hoop Dreams,Released,1994-09-12,Warner Bros.,7830611.0,700000,False,False,en,9.47666,US,171.0,1,An Extraordinary True Story.,False,7.7,91.0
1024,Heavenly Creatures,Heavenly Creatures,Released,1994-09-02,Seagal/Nasso Productions,3049135.0,5000000,False,False,en,9.438042,US,99.0,1,From a secret world no one could see... came a crime no one could believe.,False,6.9,299.0
17207,Houseguest,Houseguest,Released,1995-01-06,Victor Company of Japan (JVC),26325256.0,10500000,False,False,en,2.688562,GB,113.0,2,,False,6.0,17.0
14819,Heavyweights,Heavyweights,Released,1995-02-17,Twentieth Century Fox Film Corporation,17689177.0,0,False,False,en,9.546707000000001,US,100.0,1,They don't run the fastest. They don't jump the highest. But they sure are getting the last laugh. Heavyweights. They never met a hot dog they didn't like ... until now.,False,6.0,97.0
628,Interview with the Vampire,Interview with the Vampire,Released,1994-11-11,Gordon Company,223664608.0,60000000,False,True,en,11.970205,US,123.0,2,Drink from me and live forever,False,7.2,1558.0
87729,Jefferson in Paris,Jefferson in Paris,Released,1995-03-31,Davis Entertainment,2474000.0,14000000,False,False,en,1.596058,CA,139.0,1,A powerful man torn between his love for one woman and his secret desire for another.,False,5.2,10.0
6280,Junior,Junior,Released,1994-11-22,Canal+,37000000.0,60000000,False,False,en,6.710215,GB,109.0,1,Nothing is inconceivable,False,4.7,381.0
11,Star Wars,Star Wars,Released,1977-05-25,British Screen Productions,775398007.0,11000000,False,True,en,42.149696999999996,US,121.0,1,"A long time ago in a galaxy far, far away...",False,8.1,6778.0
18183,Like Water for Chocolate,Como agua para chocolate,Released,1992-04-16,Alcor Films,21665468.0,2000000,False,False,es,4.126083,US,105.0,2,"In Tita's kitchen, ordinary spices become a recipe for passion.",False,6.6,70.0
4476,Legends of the Fall,Legends of the Fall,Released,1994-12-16,Canal+,160638883.0,30000000,False,False,en,12.199047,US,133.0,2,After the Fall from Innocence the Legend begins.,False,7.2,636.0
28313,Losing Isaiah,Losing Isaiah,Released,1995-03-17,New Line Cinema,7603766.0,17000000,False,False,en,7.698525999999999,US,106.0,1,Who decides what makes a mother?,False,6.4,28.0
3036,Mary Shelley's Frankenstein,Frankenstein,Released,1994-11-04,Warner Bros.,112006296.0,45000000,False,False,en,14.287753,IT,123.0,1,Be Warned.  It's Alive,False,6.1,272.0
8986,Milk Money,Milk Money,Released,1994-08-31,Motion Picture Corporation of America (MPCA),18137661.0,0,False,False,en,3.770115,US,108.0,1,You can't get enough of a good thing... But first you have to find it.,False,5.6,49.0
10510,Miracle on 34th Street,Miracle on 34th Street,Released,1994-11-18,Ang Lee Productions,46264384.0,0,False,False,en,5.831622,US,114.0,1,"If you really believe, anything can happen.",False,6.4,199.0
17402,Miami Rhapsody,Miami Rhapsody,Released,1995-01-27,Good Machine,5.0,6,False,False,en,1.1372659999999999,US,95.0,1,Love is great. Marriage is a completely different affair.,False,5.6,7.0
8438,Murder in the First,Murder in the First,Released,1995-01-20,Savoy Pictures,17381942.0,0,False,False,en,9.518564,US,122.0,1,The trial that brought down Alcatraz,False,6.9,140.0
1945,Nell,Nell,Released,1994-12-23,Walt Disney Pictures,106683817.0,31000000,False,False,en,5.930957,FR,112.0,1,Her heart. Her soul. Her language are a mystery...A mystery called Nell,False,6.1,128.0
241,Natural Born Killers,Natural Born Killers,Released,1994-08-25,New Zealand Film Commission,50282766.0,34000000,False,False,en,11.226856,US,119.0,3,The Media Made Them Superstars.,False,6.9,927.0
527,Once Were Warriors,Once Were Warriors,Released,1994-09-02,Caravan Pictures,2201126.0,0,False,True,en,4.025276,US,99.0,2,"A family in crisis, a life in chaos... Nothing is more powerful than a mother's love.",False,7.6,106.0
6950,Outbreak,Outbreak,Released,1995-03-10,Walt Disney Pictures,189859560.0,50000000,False,False,en,13.676444,US,127.0,3,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,False,6.4,522.0
101,Leon: The Professional,Léon,Released,1994-09-14,Caravan Pictures,45284974.0,16000000,False,False,fr,20.477329,GB,110.0,1,"If you want a job done well, hire a professional.",False,8.2,4293.0
